"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Open Access"
"Whitney H.M.; Ji Y.; Li H.; Edwards A.; Papaioannou J.; Liu P.; Giger M.L.","Whitney, Heather M. (16053704800); Ji, Yu (57190743032); Li, Hui (56986807700); Edwards, Alexandra (8853707000); Papaioannou, John (36879600100); Liu, Peifang (37861611800); Giger, Maryellen L. (7103040897)","16053704800; 57190743032; 56986807700; 8853707000; 36879600100; 37861611800; 7103040897","Effect of diversity of patient population and acquisition systems on the use of radiomics and machine learning for classification of 2,397 breast lesions","2019","0","10.1117/12.2512507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068118494&doi=10.1117%2f12.2512507&partnerID=40&md5=222ddb5ee52097bb9ce49266cfaed82d","Radiomic features extracted from dynamic contrast-enhanced magnetic resonance (DCE-MR) images have been previously shown to be useful for classification of breast lesions as benign or malignant. In this study, we investigated the performance of radiomics in distinguishing between lesion molecular subtypes across two populations. Clinical DCE-MR images of 847 breast lesions in the United States and 1,550 breast lesions in China were collected under HIPAA and IRB compliance. The radiomics workstation automatically segmented lesions using a fuzzy C-means method and extracted thirty-eight radiomic features describing size, shape, morphology, kinetics, and texture, using previously reported methods. Binary classification pairs included benign versus malignant, benign versus each molecular subtype, and each molecular subtype versus the other molecular subtypes grouped together. Stepwise feature selection and linear discriminant analysis with five-fold cross-validation was used for each population in each classification task to determine the posterior probability of each lesion being in the positive class. The area under the receiver operating characteristic curve (AUC) was determined using the conventional binormal model. The AUC was also determined for each feature in each classification task. Classification performance for each task was compared between populations using superiority testing relative to the difference in AUC. Three out of nine classification tasks (benign versus luminal A (p = 0.008), non-luminal B versus luminal B (p = 0.048) and non-HER2-enriched versus HER2-enriched (p = 0.001)) demonstrated significant difference in performance between the two populations. Differences in classification performance and potential for harmonization may be affected by population biology (i.e., distribution of molecular subtypes) and scanner acquisition systems. © 2019 SPIE.",""
"Granitzer M.; Kröll M.; Seifert C.; Rath A.S.; Weber N.; Dietzel O.; Lindstaedt S.","Granitzer, Michael (8714519100); Kröll, Mark (9250544000); Seifert, Christin (8850014900); Rath, Andreas S. (26321937200); Weber, Nicolas (43462234100); Dietzel, Olivia (55294331200); Lindstaedt, Stefanie (14022897900)","8714519100; 9250544000; 8850014900; 26321937200; 43462234100; 55294331200; 14022897900","Analysis of machine learning techniques for context extraction","2008","19","10.1109/ICDIM.2008.4746809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949158789&doi=10.1109%2fICDIM.2008.4746809&partnerID=40&md5=6efd933188881b395d48b446a5d4bd68","""Context is key"" conveys the importance of capturing the digital environment of a knowledge worker. Knowing the user's context offers various possibilities for support, like for example enhancing information delivery or providing work guidance. Hence, user interactions have to be aggregated and mapped to predefined task categories. Without machine learning tools, such an assignment has to be done manually. The identification of suitable machine learning algorithms is necessary in order to ensure accurate and timely classification of the user's context without inducing additional workload. This paper provides a methodology for recording user in-teractions and an analysis of supervised classification models, feature types and feature selection for automatically detecting the current task and context of a user. Our analysis is based on a real world data set and shows the applicability of machine learning techniques. © 2008 IEEE.",""
"Lu S.; Montz B.; Emrick T.; Jayaraman A.","Lu, Shizhao (57222498909); Montz, Brian (57222229740); Emrick, Todd (6701512815); Jayaraman, Arthi (8951106400)","57222498909; 57222229740; 6701512815; 8951106400","Semi-supervised machine learning workflow for analysis of nanowire morphologies from transmission electron microscopy images","2022","17","10.1039/d2dd00066k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148721223&doi=10.1039%2fd2dd00066k&partnerID=40&md5=77b68468d7491db48b843180fbc40664","In the field of materials science, microscopy is the first and often only accessible method for structural characterization. There is a growing interest in the development of machine learning methods that can automate the analysis and interpretation of microscopy images. Typically training of machine learning models requires large numbers of images with associated structural labels, however, manual labeling of images requires domain knowledge and is prone to human error and subjectivity. To overcome these limitations, we present a semi-supervised transfer learning approach that uses a small number of labeled microscopy images for training and performs as effectively as methods trained on significantly larger image datasets. Specifically, we train an image encoder with unlabeled images using self-supervised learning methods and use that encoder for transfer learning of different downstream image tasks (classification and segmentation) with a minimal number of labeled images for training. We test the transfer learning ability of two self-supervised learning methods: SimCLR and Barlow-Twins on transmission electron microscopy (TEM) images. We demonstrate in detail how this machine learning workflow applied to TEM images of protein nanowires enables automated classification of nanowire morphologies (e.g., single nanowires, nanowire bundles, phase separated) as well as segmentation tasks that can serve as groundwork for quantification of nanowire domain sizes and shape analysis. We also extend the application of the machine learning workflow to classification of nanoparticle morphologies and identification of different type of viruses from TEM images. © 2022 The Author(s). Published by the Royal Society of Chemistry.","All Open Access; Gold Open Access; Green Open Access"
"Degirmenci M.; Yuce Y.K.; Perc M.; Isler Y.","Degirmenci, Murside (57206472130); Yuce, Yilmaz Kemal (18635626400); Perc, Matjaž (6505878570); Isler, Yalcin (6504389809)","57206472130; 18635626400; 6505878570; 6504389809","EEG channel and feature investigation in binary and multiple motor imagery task predictions","2024","0","10.3389/fnhum.2024.1525139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213512950&doi=10.3389%2ffnhum.2024.1525139&partnerID=40&md5=88f67ea4c9c49941814e70b18129560b","Introduction: Motor Imagery (MI) Electroencephalography (EEG) signals are non-stationary and dynamic physiological signals which have low signal-to-noise ratio. Hence, it is difficult to achieve high classification accuracy. Although various machine learning methods have already proven useful to that effect, the use of many features and ineffective EEG channels often leads to a complex structure of classifier algorithms. State-of-the-art studies were interested in improving classification performance with complex feature extraction and classification methods by neglecting detailed EEG channel and feature investigation in predicting MI tasks from EEGs. Here, we investigate the effects of the statistically significant feature selection method on four different feature domains (time-domain, frequency-domain, time-frequency domain, and non-linear domain) and their two different combinations to reduce the number of features and classify MI-EEG features by comparing low-dimensional matrices with well-known machine learning algorithms. Methods: Our main goal is not to find the best classifier performance but to perform feature and channel investigation in MI task classification. Therefore, the detailed investigation of the effect of EEG channels and features is implemented using a statistically significant feature distribution on 22 EEG channels for each feature set separately. We used the BCI Competition IV Dataset IIa and 288 samples per person. A total of 1,364 MI-EEG features were analyzed in this study. We tested nine distinct classifiers: Decision tree, Discriminant analysis, Logistic regression, Naive Bayes, Support vector machine, k-Nearest neighbor, Ensemble learning, Neural networks, and Kernel approximation. Results: Among all feature sets considered, classifications performed with non-linear and combined feature sets resulted in a maximum accuracy of 63.04% and 47.36% for binary and multiple MI task predictions, respectively. The ensemble learning classifier achieved the maximum accuracy in almost all feature sets for binary and multiple MI task classifications. Discussion: Our research thus shows that the statistically significant feature-based feature selection method significantly improves the classification performance with fewer features in almost all feature sets, enabling detailed and effective EEG channel and feature investigation. Copyright © 2024 Degirmenci, Yuce, Perc and Isler.","All Open Access; Gold Open Access"
"Belhareth Y.; Latiri C.","Belhareth, Yassin (57170754800); Latiri, Chiraz (24802553400)","57170754800; 24802553400","Microblog sentiment prediction based on user past content","2019","2","10.5220/0008073102500256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074277169&doi=10.5220%2f0008073102500256&partnerID=40&md5=4da2c1de6d9555e073b4c7d2208545af","Analyzing massive, noisy and short microblogs is a very challenging task where traditional sentiment analysis and classification methods are not easily applicable due to inherent characteristics such social media content. Sentiment analysis, also known as opinion mining, is a mechanism for understanding the natural disposition that people possess towards a specific topic. Therefore, it is very important to consider the user context that usually indicates that microblogs posted by the same person tend to have the same sentiment label. One of the main research issue is how to predict twitter sentiment as regards a topic on social media? In this paper, we propose a sentiment mining approach based on sentiment analysis and supervised machine learning principles to the tweets extracted from Twitter. The originality of the suggested approach is that classification does not rely on tweet text to detect polarity, but it depends on users' past text content. Experimental validation is conducted on a tweet corpus taken from data of SemEval 2016. These tweets talk about several topics, and are annotated in advance at the level of sentiment polarity. We have collected the past tweets of each author of the collection tweets. As an initial experiment in the prediction of user sentiment on a topic, based on his past, the results obtained seem acceptable, and could be improved in future work. Copyright © 2019 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved.","All Open Access; Hybrid Gold Open Access"
"Rashid M.; Singh H.; Goyal V.","Rashid, Mamoon (57191990629); Singh, Harjeet (57213857806); Goyal, Vishal (24829473000)","57191990629; 57213857806; 24829473000","Efficient feature selection technique based on fast fourier transform with PSO-GA for functional magnetic resonance imaging","2021","10","10.1109/ICCAKM50778.2021.9357742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102415425&doi=10.1109%2fICCAKM50778.2021.9357742&partnerID=40&md5=1db9edc27f1faceaa490dc34108eab31","Advent of Functional Magnetic Resonance Imaging (fMRI) has helped researchers to know about the dynamic states of brain. One of the maj or goal of fMRI research is the task classification based on the activity of brain states. Every time, it remains a challenge for such researchers to extract optimum features from brain images due to high dimensional quantity of the data in fMRI Images. In this paper, the authors proposed a novel feature selection technique based on Fast Fourier Transform with Particle Swarm Optimization and Genetic Algorithm (FFT-PSOGA) for extracting the best features in fMRI dataset. The resulted features are trained for machine learning models of GaussianNB, Support Vector Machine, and XGBoost and compared for performance with state-of-art. The achieved results are outperforming the existing works based on the same dataset. The authors believe that the feature selection technique proposed in this paper will be the optimal method for extracting brain images' features in any fMRI dataset which will improve the classification accuracy of the decoding of brain images in a much better way. © 2021 IEEE.",""
"Yousif A.; Niu Z.; Tarus J.K.; Ahmad A.","Yousif, Abdallah (56890764800); Niu, Zhendong (23393033800); Tarus, John K. (56469465400); Ahmad, Arshad (57214747469)","56890764800; 23393033800; 56469465400; 57214747469","A survey on sentiment analysis of scientific citations","2019","77","10.1007/s10462-017-9597-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037615365&doi=10.1007%2fs10462-017-9597-8&partnerID=40&md5=6a134060cc1b3c5032d8fdc1df83942d","Sentiment analysis of scientific citations has received much attention in recent years because of the increased availability of scientific publications. Scholarly databases are valuable sources for publications and citation information where researchers can publish their ideas and results. Sentiment analysis of scientific citations aims to analyze the authors’ sentiments within scientific citations. During the last decade, some review papers have been published in the field of sentiment analysis. Despite the growth in the size of scholarly databases and researchers’ interests, no one as far as we know has carried out an in-depth survey in a specific area of sentiment analysis in scientific citations. This paper presents a comprehensive survey of sentiment analysis of scientific citations. In this review, the process of scientific citation sentiment analysis is introduced and recently proposed methods with the main challenges are presented, analyzed and discussed. Further, we present related fields such as citation function classification and citation recommendation that have recently gained enormous attention. Our contributions include identifying the most important challenges as well as the analysis and classification of recent methods used in scientific citation sentiment analysis. Moreover, it presents the normal process, and this includes citation context extraction, public data sources, and feature selection. We found that most of the papers use classical machine learning methods. However, due to limitations of performance and manual feature selection in machine learning, we believe that in the future hybrid and deep learning methods can possibly handle the problems of scientific citation sentiment analysis more efficiently and reliably. © 2017, Springer Science+Business Media B.V., part of Springer Nature.",""
"Scutelnicu L.A.","Scutelnicu, Liviu Andrei (57128412300)","57128412300","A Word Sense Disambiguatin Approach For Romanian Language","2023","0","10.1016/j.procs.2023.10.068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183564561&doi=10.1016%2fj.procs.2023.10.068&partnerID=40&md5=2bcd02e1a7e6816d97a939c4c00ace6a","The automatic word sense disambiguation has been a topic of interest since the 1950s. Meaning disambiguation is not an end in itself, it is an intermediate process, necessary at a certain level to use in natural language processing. It is obviously useful for applications that require language interpretation (message communication, human-machine interaction), but it is also used in fields whose main purpose is not to understand natural language. In this paper we propose an approach for word sense disambiguation for Romanian language, based on a supervised learning, a large number of features, and information gain to reduce the dimensions. The evaluation for the Romanian words subtask is produced by the extensive feature set in conjunction with a Maximum Entropy classifier and outcomes that are better than other similar researches. © 2023 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0)","All Open Access; Gold Open Access"
"Ge W.; Mou G.; Agu E.O.; Lee K.","Ge, Wen (57222367959); Mou, Guanyi (57215599970); Agu, Emmanuel O. (12790256200); Lee, Kyumin (55587884200)","57222367959; 57215599970; 12790256200; 55587884200","Contrastive Learning with Auxiliary User Detection for Identifying Activities","2024","0","10.1109/ICMLA61862.2024.00190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000948595&doi=10.1109%2fICMLA61862.2024.00190&partnerID=40&md5=a128d8ac591420cf0d5fdf648fd20911","Human Activity Recognition (HAR) is an important task in ubiquitous computing, with impactful real-world applications. While recent state-of-the-art HAR research has demonstrated impressive performance, some key aspects remain under-explored. First, we believe that for optimal performance, HAR models should be both Context-Aware (CA) and personalized. However, prior work has predominantly focused on being Context-Aware (CA), largely ignoring being User-Aware (UA). We argue that learning user-specific differences in performing various activities is as critical as considering user context while performing HAR tasks. Secondly, we believe that the predictions of HAR models should be unified, reliably recognizing the same activity even when performed by different users. As such, the representations utilized by CA and UA models should explicitly place different users performing the same activity closer together. Moreover, identifying the user performing an activity is useful in applications such as thwarting cheating by having another person perform medically-prescribed activities. To bridge this gap, we introduce Contrastive Learning with Auxiliary User Detection for Identifying Activities (CLAUDIA), a novel framework designed to address these issues. Specifically, we expand the contextual scope of the CAHAR task by integrating User Identification (UI) within the CAHAR framework, jointly predicting both CAHAR and UI in a new task called User and Context-Aware HAR (UCA-HAR). This approach enriches personalized and contextual understanding by jointly learning user-invariant and user-specific patterns. Inspired by state-of-the-art designs in the visual domain, we introduce a supervised contrastive loss objective on instance-instance pairs to enhance model efficacy and improve learned feature quality. Through theoretical exposition, empirical analysis of real-world datasets, and rigorous experimentation, we demonstrate the significance of each component of CLAUDIA and discuss its relationship with existing methodologies. Evaluation across three real-world CA-HAR datasets reveals substantial performance enhancements, with average improvements ranging from 11.7% to 14.2% in Matthew's Correlation Coefficient (MCC) and 5.4% to 7.3 % in Macro F1 score. To encourage further research, we share code with additional supplement material in repository https://github.com/GMouYes/CLAUDIA.  © 2024 IEEE.","All Open Access; Green Open Access"
"","","","2010 5th International Symposium on Health Informatics and Bioinformatics, HIBIT 2010","2010","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954552246&partnerID=40&md5=d19ff6288b7a7c0d16f8d29464649c3f","The proceedings contain 37 papers. The topics discussed include: ECG beat classification using discrete wavelet coefficients; functional near infrared spectroscopy based cognitive task classification using support vector machines; combination of conventional regularization methods and genetic algorithms for solving the inverse problem of electrocardiography; toward effective medical information retrieval systems; physico-chemical properties of DNA in phylogeny construction; systematic computational analysis of potential RNAi regulation in toxoplasma gondii; multiple sequence alignment based on structural properties; zero-norm feature selection method for improving the performance of the one-class machine learning for MicroRNA target detection; behavioral intention of avicenna hospital information system; and the clinical guidelines usage towards the diagnosis and treatment of H1N1.",""
"Kabir M.H.; Mahmood S.; Al Shiam A.; Musa Miah A.S.; Shin J.; Molla M.K.I.","Kabir, Md. Humaun (57216858742); Mahmood, Shabbir (57392909500); Al Shiam, Abdullah (57204512464); Musa Miah, Abu Saleh (57203037361); Shin, Jungpil (7402723945); Molla, Md. Khademul Islam (8234975200)","57216858742; 57392909500; 57204512464; 57203037361; 7402723945; 8234975200","Investigating Feature Selection Techniques to Enhance the Performance of EEG-Based Motor Imagery Tasks Classification","2023","22","10.3390/math11081921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153944401&doi=10.3390%2fmath11081921&partnerID=40&md5=4341f4396eb2d06fd01cc41ba6730288","Analyzing electroencephalography (EEG) signals with machine learning approaches has become an attractive research domain for linking the brain to the outside world to establish communication in the name of the Brain-Computer Interface (BCI). Many researchers have been working on developing successful motor imagery (MI)-based BCI systems. However, they still face challenges in producing better performance with them because of the irrelevant features and high computational complexity. Selecting discriminative and relevant features to overcome the existing issues is crucial. In our proposed work, different feature selection algorithms have been studied to reduce the dimension of multiband feature space to improve MI task classification performance. In the procedure, we first decomposed the MI-based EEG signal into four sets of the narrowband signal. Then a common spatial pattern (CSP) approach was employed for each narrowband to extract and combine effective features, producing a high-dimensional feature vector. Three feature selection approaches, named correlation-based feature selection (CFS), minimum redundancy and maximum relevance (mRMR), and multi-subspace randomization and collaboration-based unsupervised feature selection (SRCFS), were used in this study to select the relevant and effective features for improving classification accuracy. Among them, the SRCFS feature selection approach demonstrated outstanding performance for MI classification compared to other schemes. The SRCFS is based on the multiple k-nearest neighbour graphs method for learning feature weight based on the Laplacian score and then discarding the irrelevant features based on the weight value, reducing the feature dimension. Finally, the selected features are fed into the support vector machines (SVM), linear discriminative analysis (LDA), and multi-layer perceptron (MLP) for classification. The proposed model is evaluated with two benchmark datasets, namely BCI Competition III dataset IVA and dataset IIIB, which are publicly available and mainly used to recognize the MI tasks. The LDA classifier with the SRCFS feature selection algorithm exhibits better performance. It proves the superiority of our proposed study compared to the other state-of-the-art BCI-based MI task classification systems. © 2023 by the authors.","All Open Access; Gold Open Access"
"","","","22nd International Conference on Neural Information Processing, ICONIP 2015","2015","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951806193&partnerID=40&md5=da63a4a2b5bf0926bd55e9ab7adcf423","The proceedings contain 74 papers. The special focus in this conference is on Learning Algorithms and Classification Systems. The topics include: Motor imagery task classification using a signal-dependent orthogonal transform based feature extraction; robust ensemble classifier combination based on noise removal with one-class SVM; recent advances in improving the memory efficiency of the tribe MCL algorithm; weighted Ann input layer for adaptive features selection for robust fault classification; neural network with evolutionary algorithm for packet matching; trading optimally diversified portfolios in emerging markets with Neuro-particle swarm optimisation; a parallel sensitive area selection-based particle swarm optimization algorithm for fast solving CNOP; realization of fault tolerance for spiking neural networks with particle swarm optimization; parallel cooperative co-evolution based particle swarm optimization algorithm for solving conditional nonlinear optimal perturbation; discovery of interesting association rules using genetic algorithm with adaptive mutation; semi-supervised non-negative local coordinate factorization; a strength Pareto evolutionary algorithm for live migration of multiple interdependent virtual machines in data centers; a survey of applying machine learning techniques for credit rating; a new evolutionary algorithm for extracting a reduced set of interesting association rules; optimism in active learning with Gaussian processes; frequency decomposition based gene clustering; using genetic algorithm in profile-based assignment of applications to virtual machines for greener data centers; an extended delay learning based remote supervised method for spiking neurons and spectral clustering trough topological learning for large  datasets.",""
"Ferreira P.J.S.; Cardoso J.M.P.; Mendes-Moreira J.","Ferreira, Paulo J. S. (57647528900); Cardoso, João M. P. (9639597300); Mendes-Moreira, João (55403959400)","57647528900; 9639597300; 55403959400","Automatic Switching Between Video and Audio According to User’s Context","2019","0","10.1007/978-3-030-30244-3_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072866472&doi=10.1007%2f978-3-030-30244-3_17&partnerID=40&md5=1d75a84a79425bacb7827c24ff70f894","Smartphones are increasingly present in human’s life. For example, for entertainment many people use their smartphones to watch videos or listen to music. Many users, however, stream or play videos with the intention to only listen to the audio track. This way, some battery energy, which is critical to most users, is unnecessarily consumed thus and switching between video and audio can increase the time of use of the smartphone between battery recharges. In this paper, we present a first approach that, based on the user context, can automatically switch between video and audio. A supervised learning approach is used along with the classifiers K-Nearest Neighbors, Hoeffding Trees and Naive Bayes, individually and combined to create an ensemble classifier. We investigate the accuracy for recognizing the context of the user and the overhead that this system can have on the smartphone energy consumption. We evaluate our approach with several usage scenarios and an average accuracy of 88.40% was obtained for the ensemble classifier. However, the actual overhead of the system on the smartphone energy consumption highlights the need for researching further optimizations and techniques. © 2019, Springer Nature Switzerland AG.",""
