ACM,IEEE,SPRINGER,SCIENCE,Database,cite,author,title,acronym,booktitle,pages,Start Page,End Page,#,year,publisher,doi,Link,IC1,IC2,IC3,EC1,EC2,EC3,Selected,Note
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],"17th Conference of the Spanish Association for Artificial Intelligence, CAEPIA 2016",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1-509,1,509,509,2016,Springer Verlag,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988589052&partnerID=40&md5=1706b2e0a0a8806cc3318df12e2721a1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],"15th International Conference on Artificial Intelligence and Soft Computing, ICAISC 2016",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1-769,1,769,769,2016,Springer Verlag,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977516391&partnerID=40&md5=2b6bb824401d51e4a8afbe137b028050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
#N/A,#N/A,#N/A,#N/A,Scopus,,"Malioutov D., Kumar A., Yen I.E.H.",Large-scale submodular greedy exemplar selection with structured similarity matrices,,"32nd Conference on Uncertainty in Artificial Intelligence 2016, UAI 2016",507-516,507,516,10,2016,Association For Uncertainty in Artificial Intelligence (AUAI),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002328245&partnerID=40&md5=258298c3d2fec1c89f89df7c140fcd54,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Wang T., Li W., He X.",Kernel learning with Hilbert-Schmidt independence criterion,,Communications in Computer and Information Science,720-730,720,730,11,2016,Springer Verlag,10.1007/978-981-10-3002-4_58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994796518&doi=10.1007%2f978-981-10-3002-4_58&partnerID=40&md5=fed81cc4cb79018d46112d0d5c580b87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Liu Y., Li J., Plaza A., Sun Y.",A multiple criteria-based spectral partitioning method for remotely sensed hyperspectral image classification,,Proceedings of SPIE - The International Society for Optical Engineering,-,,,,2016,SPIE,10.1117/12.2241299,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008343737&doi=10.1117%2f12.2241299&partnerID=40&md5=5f867ed3ddfabf309362e75ac1c341ab,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],"7th International Symposium on Leveraging Applications of Formal Methods, Verification and Validation, ISoLA 2016",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),1-865,1,865,865,2016,Springer Verlag,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993114906&partnerID=40&md5=9d8cc1d78c97595247c4c803be42d67d,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
#N/A,#N/A,#N/A,#N/A,Scopus,,Armano G.,A direct measure of discriminant and characteristic capability for classifier building and assessment,,Information Sciences,466-483,466,483,18,2015,Elsevier Inc.,10.1016/j.ins.2015.07.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941578644&doi=10.1016%2fj.ins.2015.07.028&partnerID=40&md5=2163eb400ab330cd662c6a46fadb815d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Srinivasulu Y.S., Wang J.-R., Hsu K.-T., Tsai M.-J., Charoenkwan P., Huang W.-L., Huang H.-L., Ho S.-Y.",Characterizing informative sequence descriptors and predicting binding affinities of heterodimeric protein complexes,,BMC Bioinformatics,-,,,,2015,BioMed Central Ltd.,10.1186/1471-2105-16-S18-S14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961671376&doi=10.1186%2f1471-2105-16-S18-S14&partnerID=40&md5=d0f7890c8d18b20dc838dfba4351903a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lorena L.H.N., Carvalho A.C.P.L.F., Lorena A.C.",Filter Feature Selection for One-Class Classification,,Journal of Intelligent and Robotic Systems: Theory and Applications,227-243,227,243,17,2015,Springer Netherlands,10.1007/s10846-014-0101-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953298986&doi=10.1007%2fs10846-014-0101-2&partnerID=40&md5=dd4e8d1831575f5c4c114774d6c3df98,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Soliman A.T., Meng T., Chen S.-C., Iyengar S.S., Iyengar P., Yordy J., Shyu M.-L.",Driver missense mutation identification using feature selection and model fusion,,Journal of Computational Biology,1075-1085,1075,1085,11,2015,Mary Ann Liebert Inc.,10.1089/cmb.2015.0110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948773146&doi=10.1089%2fcmb.2015.0110&partnerID=40&md5=f52417337d444d2e886bd285addedd36,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Qian W., Shu W.",Mutual information criterion for feature selection from incomplete data,,Neurocomputing,210-220,210,220,11,2015,Elsevier,10.1016/j.neucom.2015.05.105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937812492&doi=10.1016%2fj.neucom.2015.05.105&partnerID=40&md5=1c29f6f45a04a722401527c4b65a4f68,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Optimal feature subset with positive region constraints,#N/A,#N/A,Scopus,,"Niu J.-X., Zhao H., Zhu W.",Optimal feature subset with positive region constraints,,Proceedings - International Conference on Machine Learning and Cybernetics,75-80,75,80,6,2015,IEEE Computer Society,10.1109/ICMLC.2015.7340901,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020719297&doi=10.1109%2fICMLC.2015.7340901&partnerID=40&md5=b4dd0e201946c6062a176b610101fcb2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Attribute reduction using distance-based fuzzy rough sets,#N/A,#N/A,Scopus,,"Wang C., Qi Y., He Q.",Attribute reduction using distance-based fuzzy rough sets,,Proceedings - International Conference on Machine Learning and Cybernetics,860-865,860,865,6,2015,IEEE Computer Society,10.1109/ICMLC.2015.7340666,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020700791&doi=10.1109%2fICMLC.2015.7340666&partnerID=40&md5=ef37c0014e90bfc2bc0ecbf11e203631,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Abdulameer A.S., Saad S., Zakaria L.Q.",Trend detection in the arabic social media using voting combination,,Journal of Theoretical and Applied Information Technology,432-443,432,443,12,2015,Asian Research Publishing Network,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948954886&partnerID=40&md5=9f8797ce31ad7b7461034247641716ee,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Optimized Stock market prediction using ensemble learning,#N/A,#N/A,Scopus,,Asad M.,Optimized Stock market prediction using ensemble learning,,"9th International Conference on Application of Information and Communication Technologies, AICT 2015 - Proceedings",263-268,263,268,6,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICAICT.2015.7338559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960878229&doi=10.1109%2fICAICT.2015.7338559&partnerID=40&md5=d8d393d07f1a61170b6b65ea067336d6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Sobhy M., Abbas S., Salem A.-B.M.",Knowledge discovery for banking risk management,,ACM International Conference Proceeding Series,-,,,,2015,Association for Computing Machinery,10.1145/2816839.2816853,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959907019&doi=10.1145%2f2816839.2816853&partnerID=40&md5=f3a2733f30cc54fb626ccf0f451f0d2f,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Automatic multilabel classification for Indonesian news articles,#N/A,#N/A,Scopus,,"Rahmawati D., Khodra M.L.",Automatic multilabel classification for Indonesian news articles,,"ICAICTA 2015 - 2015 International Conference on Advanced Informatics: Concepts, Theory and Applications",-,,,,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICAICTA.2015.7335382,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960970093&doi=10.1109%2fICAICTA.2015.7335382&partnerID=40&md5=21f9d8783317dbc1b1be68d8ed607b05,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Grebhahn A., Rodrigo C., Siegmund N., Gaspar F.J., Apel S.",Performance-influence models of multigrid methods: A case study on triangular grids,,Concurrency Computation,-,,,,2017,John Wiley and Sons Ltd,10.1002/cpe.4057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011324301&doi=10.1002%2fcpe.4057&partnerID=40&md5=10d0286c45d08574b3bfc7036bf025a6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,YES,
#N/A,Analysis of feature selection techniques in credit risk assessment,#N/A,#N/A,Scopus,,"Ramya R.S., Kumaresan S.",Analysis of feature selection techniques in credit risk assessment,,ICACCS 2015 - Proceedings of the 2nd International Conference on Advanced Computing and Communication Systems,-,,,,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICACCS.2015.7324139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962840946&doi=10.1109%2fICACCS.2015.7324139&partnerID=40&md5=019ae4f4255a1daa8b06d65f581e7551,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Zhang W., Liu F., Luo L., Zhang J.",Predicting drug side effects by multi-label learning and ensemble learning,,BMC Bioinformatics,-,,,,2015,BioMed Central Ltd.,10.1186/s12859-015-0774-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946416532&doi=10.1186%2fs12859-015-0774-y&partnerID=40&md5=6e230f0e61f00a1f106648e640951ef0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Saputri T.R.D., Lee S.-W.",A study of cross-national differences in happiness factors using machine learning approach,,International Journal of Software Engineering and Knowledge Engineering,1699-1702,1699,1702,4,2015,World Scientific Publishing Co. Pte Ltd,10.1142/S0218194015710023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962520193&doi=10.1142%2fS0218194015710023&partnerID=40&md5=13fedeed6a031cc23b79a149f42b6524,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper
#N/A,#N/A,#N/A,#N/A,Scopus,,"Yang H., Xu Z., Lyu M.R., King I.",Budget constrained non-monotonic feature selection,,Neural Networks,214-224,214,224,11,2015,Elsevier Ltd,10.1016/j.neunet.2015.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943528698&doi=10.1016%2fj.neunet.2015.08.004&partnerID=40&md5=e88cbf5c03fcc5559f2bace6e6db39a3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Adopting Machine Learning Methods to Predict Red-light Running Violations,#N/A,#N/A,Scopus,,"Jahangiri A., Rakha H.A., Dingus T.A.",Adopting Machine Learning Methods to Predict Red-light Running Violations,,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",650-655,650,655,6,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/ITSC.2015.112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950265747&doi=10.1109%2fITSC.2015.112&partnerID=40&md5=f9dd1dc63fec01cb6a15f28cdab60b7d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Muresan S., Faloba I., Lemnaru C., Potolea R.",Pre-processing flow for enhancing learning from medical data,,"Proceedings - 2015 IEEE 11th International Conference on Intelligent Computer Communication and Processing, ICCP 2015",27-34,27,34,8,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICCP.2015.7312601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957686645&doi=10.1109%2fICCP.2015.7312601&partnerID=40&md5=e74bccc04796e0b7cab13896db096086,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Iglesias F., Zseby T.",Analysis of network traffic features for anomaly detection,,Machine Learning,59-84,59,84,26,2015,Kluwer Academic Publishers,10.1007/s10994-014-5473-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942369675&doi=10.1007%2fs10994-014-5473-9&partnerID=40&md5=6d711c0d327eb673ca14be0d732fc65a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A hybrid approach to combat email-based cyberstalking,#N/A,#N/A,Scopus,,"Ghasem Z., Frommholz I., Maple C.",A hybrid approach to combat email-based cyberstalking,,"2015 4th International Conference on Future Generation Communication Technology, FGCT 2015",-,,,,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/FGCT.2015.7300257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963579156&doi=10.1109%2fFGCT.2015.7300257&partnerID=40&md5=a6280de4248f14197c6bf0f957191353,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Feature selection using social network techniques,#N/A,#N/A,Scopus,,"Azadifar S., Monadjemi S.A.",Feature selection using social network techniques,,"2015 7th Conference on Information and Knowledge Technology, IKT 2015",-,,,,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/IKT.2015.7288784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962287924&doi=10.1109%2fIKT.2015.7288784&partnerID=40&md5=c4b0cbb193184dae501cbb3783828101,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A Machine Learning-Based Framework for Building Application Failure Prediction Models,#N/A,#N/A,Scopus,,"Pellegrini A., Di Sanzo P., Avresky D.R.",A Machine Learning-Based Framework for Building Application Failure Prediction Models,,"Proceedings - 2015 IEEE 29th International Parallel and Distributed Processing Symposium Workshops, IPDPSW 2015",1072-1081,1072,1081,10,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/IPDPSW.2015.110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962308973&doi=10.1109%2fIPDPSW.2015.110&partnerID=40&md5=bc4b09f228a4dba1ff4a099f9ea94764,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,not configurable systems
#N/A,#N/A,#N/A,#N/A,Scopus,,"Strasser M.K., Feigelman J., Theis F.J., Marr C.",Inference of spatiotemporal effects on cellular state transitions from time-lapse microscopy,,BMC Systems Biology,-,,,,2015,BioMed Central Ltd.,10.1186/s12918-015-0208-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959129923&doi=10.1186%2fs12918-015-0208-5&partnerID=40&md5=845a2cf2fae53b060faaafec5f1a2782,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"He X., Beauseroy P., Smolarz A.",Dynamic Feature Subspaces Selection for Decision in a Nonstationary Environment,,International Journal of Pattern Recognition and Artificial Intelligence,-,,,,2015,World Scientific Publishing Co. Pte Ltd,10.1142/S021800141551009X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959858928&doi=10.1142%2fS021800141551009X&partnerID=40&md5=52369900f5eff437d9f79fc6d5da32a3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,ADR-Miner: An ant-based data reduction algorithm for classification,#N/A,#N/A,Scopus,,"Anwar I.M., Salama K.M., Abdelbar A.M.",ADR-Miner: An ant-based data reduction algorithm for classification,,"2015 IEEE Congress on Evolutionary Computation, CEC 2015 - Proceedings",515-521,515,521,7,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/CEC.2015.7256933,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963594933&doi=10.1109%2fCEC.2015.7256933&partnerID=40&md5=870a28d7a1577a224ebe46877702fd85,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
Machine Learning Approach for Filtering Spam Emails,#N/A,#N/A,#N/A,Scopus,,"George P., Vinod P.",Machine learning approach for filtering spam emails,,ACM International Conference Proceeding Series,-,,,,2015,Association for Computing Machinery,10.1145/2799979.2800043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958616629&doi=10.1145%2f2799979.2800043&partnerID=40&md5=81f2f1a70eebe3f681e63eb37f088906,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
Using Bad Learners to Find Good Configurations,#N/A,#N/A,#N/A,Scopus,,"Nair V., Menzies T., Siegmund N., Apel S.",Using bad learners to find good configurations,,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering,257-267,257,267,11,2017,Association for Computing Machinery,10.1145/3106237.3106238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030764347&doi=10.1145%2f3106237.3106238&partnerID=40&md5=74b7c42aef56fcc4df3b9bc6a941a4ba,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,YES,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Sikdar U.K., Ekbal A., Saha S., Uryupina O., Poesio M.",Differential evolution-based feature selection technique for anaphora resolution,,Soft Computing,2149-2161,2149,2161,13,2015,Springer Verlag,10.1007/s00500-014-1397-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937519681&doi=10.1007%2fs00500-014-1397-3&partnerID=40&md5=5b3aeec466233670dee51fcff3744e97,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Intelligent feature selection method rooted in Binary Bat Algorithm for intrusion detection,#N/A,#N/A,Scopus,,"Enache A.-C., Sgarciu V., Petrescu-Nita A.",Intelligent feature selection method rooted in Binary Bat Algorithm for intrusion detection,,"SACI 2015 - 10th Jubilee IEEE International Symposium on Applied Computational Intelligence and Informatics, Proceedings",517-521,517,521,5,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/SACI.2015.7208259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959275195&doi=10.1109%2fSACI.2015.7208259&partnerID=40&md5=93159d99df2b754d687ac6d931453b9e,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
Transfer Learning for Improving Model Predictions in Highly Configurable Software,Transfer Learning for Improving Model Predictions in Highly Configurable Software,#N/A,#N/A,Scopus,,"Jamshidi P., Velez M., Kästner C., Siegmund N., Kawthekar P.",Transfer Learning for Improving Model Predictions in Highly Configurable Software,,"Proceedings - 2017 IEEE/ACM 12th International Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2017",31-41,31,41,11,2017,Institute of Electrical and Electronics Engineers Inc.,10.1109/SEAMS.2017.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027096954&doi=10.1109%2fSEAMS.2017.11&partnerID=40&md5=81e9779436473b86dc87ed8ee228c52c,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,YES,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Kirkham R., Shepherd C., Plötz T.",BlobSnake: Gamification of feature extraction for 'plug and play' human activity recognition,,ACM International Conference Proceeding Series,74-81,74,81,8,2015,Association for Computing Machinery,10.1145/2783446.2783579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015425314&doi=10.1145%2f2783446.2783579&partnerID=40&md5=c7480b402d3890b47caa9919ccead2a8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Connor P., Hollensen P., Krigolson O., Trappenberg T.",A biological mechanism for Bayesian feature selection: Weight decay and raising the LASSO,,Neural Networks,121-130,121,130,10,2015,Elsevier Ltd,10.1016/j.neunet.2015.03.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927936949&doi=10.1016%2fj.neunet.2015.03.005&partnerID=40&md5=4218210939714b021baf891a6b7d601c,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Dessì N., Pes B.",Similarity of feature selection methods: An empirical study across data intensive classification tasks,,Expert Systems with Applications,4632-4642,4632,4642,11,2015,Elsevier Ltd,10.1016/j.eswa.2015.01.069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923792039&doi=10.1016%2fj.eswa.2015.01.069&partnerID=40&md5=f327ba16e6ec8c9678bd79f9380c507a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Li J., Zhao H., Zhu W.",Fast randomized algorithm with restart strategy for minimal test cost feature selection,,International Journal of Machine Learning and Cybernetics,435-442,435,442,8,2015,Springer Verlag,10.1007/s13042-014-0262-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929076957&doi=10.1007%2fs13042-014-0262-0&partnerID=40&md5=ce83e8a5d275c80c293709177ec03267,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Feature Selection Based on Dependency Margin,#N/A,#N/A,Scopus,,"Liu Y., Tang F., Zeng Z.",Feature selection based on dependency margin,,IEEE Transactions on Cybernetics,1209-1221,1209,1221,13,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/TCYB.2014.2347372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027931612&doi=10.1109%2fTCYB.2014.2347372&partnerID=40&md5=84df2dcfa8b4238970bef0a53271bab4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,Proposal of a new feature selection method for prediction
#N/A,#N/A,#N/A,#N/A,Scopus,,"Silva F.L.D., Grassi Sella M.L., Francoy T.M., Costa A.H.R.",Evaluating classification and feature selection techniques for honeybee subspecies identification using wing images,,Computers and Electronics in Agriculture,68-77,68,77,10,2015,Elsevier B.V.,10.1016/j.compag.2015.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926612118&doi=10.1016%2fj.compag.2015.03.012&partnerID=40&md5=98be41c2a11f1519edd491c1a906e521,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
A Concept of Vector Clock Utilization in an Iterative Tracing Approach for Distributed Embedded Systems,#N/A,#N/A,#N/A,Scopus,,"Höttger R., Igel B.",A concept of vector clock utilization in an iterative tracing approach for distributed embedded systems,,"Proceedings of the 18th International Workshop on Software and Compilers for Embedded Systems, SCOPES 2015",92-96,92,96,5,2015,"Association for Computing Machinery, Inc",10.1145/2764967.2764969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959505747&doi=10.1145%2f2764967.2764969&partnerID=40&md5=c55a3c72ca017a3ff8210fcb19140162,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Katrutsa A.M., Strijov V.V.",Stress test procedure for feature selection algorithms,,Chemometrics and Intelligent Laboratory Systems,172-183,172,183,12,2015,Elsevier,10.1016/j.chemolab.2015.01.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923030883&doi=10.1016%2fj.chemolab.2015.01.018&partnerID=40&md5=fbbb24a1c55053acddcad6c2c9b53b63,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A Procedure for Alternate Test Feature Design and Selection,#N/A,#N/A,Scopus,,"Barragan M.J., Leger G.",A procedure for alternate test feature design and selection,,IEEE Design and Test,18-25,18,25,8,2015,IEEE Computer Society,10.1109/MDAT.2014.2361722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921386021&doi=10.1109%2fMDAT.2014.2361722&partnerID=40&md5=421620509bfb7ab0a0c547ff25840cb8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Abdunabi T., Basir O.",Predicting a biological response of molecules from their chemical properties using diverse and optimized ensembles of stochastic gradient boosting machine,,"Proceedings - 2014 IEEE International Conference on Big Data, IEEE Big Data 2014",10-17,10,17,8,2015,Institute of Electrical and Electronics Engineers Inc.,10.1109/BigData.2014.7004386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921757562&doi=10.1109%2fBigData.2014.7004386&partnerID=40&md5=24c2835bf866f395df63fad3974f0b6c,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Aler R., Martín R., Valls J.M., Galván I.M.",A study of machine learning techniques for daily solar energy forecasting using numerical weather models,,Studies in Computational Intelligence,269-278,269,278,10,2015,Springer Verlag,10.1007/978-3-319-10422-5_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921521706&doi=10.1007%2f978-3-319-10422-5_29&partnerID=40&md5=4081c7c66cc8a7793fb9588a04730157,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Bolón-Canedo V., Sánchez-Maroño N., Alonso-Betanzos A.",Recent advances and emerging challenges of feature selection in the context of big data,,Knowledge-Based Systems,33-45,33,45,13,2015,Elsevier,10.1016/j.knosys.2015.05.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938414463&doi=10.1016%2fj.knosys.2015.05.014&partnerID=40&md5=73643933dd7e5d7d3f7fe61215274090,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Saputri T.R.D., Lee S.-W.",Are we living in a happy country: An analysis of national happiness from machine learning perspective,,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE",174-177,174,177,4,2015,Knowledge Systems Institute Graduate School,10.18293/SEKE2015-224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969791863&doi=10.18293%2fSEKE2015-224&partnerID=40&md5=9b223d63cf2fdb12ededc3fd561ed4ab,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper
#N/A,#N/A,#N/A,#N/A,Scopus,,"Alqurneh A., Mustapha A.",The impact of oath writing style on stylometric features and machine learning classifiers,,Journal of Computer Science,325-329,325,329,5,2015,Science Publications,10.3844/jcssp.2015.325.329,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923146113&doi=10.3844%2fjcssp.2015.325.329&partnerID=40&md5=497bff815d84a5c5bef0250393c976d3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Ghasem Z., Frommholz I., Maple C.",A new approach for selecting informative features for text classification,,CEUR Workshop Proceedings,382-389,382,389,8,2015,CEUR-WS,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944316300&partnerID=40&md5=1c84c73344d56ba328dfe1b9675230bc,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Bolón-Canedo V., Sánchez-Maroño N., Alonso-Betanzos A.",A distributed feature selection approach based on a complexity measure,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),15-28,15,28,14,2015,Springer Verlag,10.1007/978-3-319-19222-2_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937675997&doi=10.1007%2f978-3-319-19222-2_2&partnerID=40&md5=1246ca034c0b99c1589cde62caedd163,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
